10,Paradigm, NEW_P1,,Paradigm, NEW_P1,,Paradigm, NEW_P1,,Paradigm, NEW_P1,,Paradigm, NEW_P1,,Paradigm, NEW_P1,,Paradigm, NEW_P1,,Paradigm, NEW_P1,,Paradigm, NEW_P1,,Paradigm, NEW_P1,
2628,,,,8171,55786191,,8270,58747789,,8270,64857436,,8171,66552786,,8070,51243614,,8270,56061644,,8170,50311820,,8171,51337604,,5521,46598316,
2629,,,,8271,55786191,,8070,58749872,,8070,64858654,,8271,66552786,,7519,,0.0,8070,56062770,,7519,,0.0,8271,51337604,,8071,46605837,
2630,,,,8070,55786230,,8170,58750717,,8071,64858665,,8270,66552859,,8519,,11.0,8170,56064572,,8519,,0.0,8070,51337610,,7529,,0.0
2631,,,,8270,55786264,,8071,58770698,,8070,64858809,,8070,66554569,,9519,,0.0,7519,,0.0,9519,,0.0,8071,51337665,,8529,,1.0
2632,,,,8071,55786278,,8070,58771100,,8071,64858868,,8170,66555787,,5521,51252583,,8519,,0.0,5521,50362820,,8070,51337672,,9529,,0.0
2633,,,,8070,55786392,,8071,58771418,,8070,64858876,,7071,66555792,,8071,51253323,,9519,,0.0,8071,50455529,,8270,51337677,,5520,46605838,
2634,,,,8071,55788406,,8070,58771684,,8071,64859009,,7070,66557546,,7529,,0.0,5521,56101572,,7529,,0.0,8071,51337881,,8171,46605838,
2635,,,,8070,55788438,,8071,58799239,,8070,64859970,,7071,66561288,,8529,,1.0,8071,56137718,,8529,,1.0,8070,51338024,,8271,46605838,
2636,,,,8071,55788502,,8070,58799463,,8071,64860098,,7070,66563055,,9529,,0.0,7529,,0.0,9529,,0.0,8170,51340605,,8270,46605911,
2637,,,,8170,55789192,,7519,,0.0,8070,64860110,,7071,66567541,,5520,51253324,,8529,,1.0,5520,50455529,,7519,,0.0,8070,46606679,
2638,,,,8070,55789720,,8519,,3.0,8170,64860364,,7070,66568903,,8171,51253324,,9529,,0.0,8171,50455530,,8519,,0.0,8170,46608839,
2639,,,,8071,55790151,,9519,,0.0,8071,64872962,,7071,66569646,,8271,51253324,,5520,56137719,,8271,50455530,,9519,,0.0,7519,,0.0
2640,,,,8070,55790203,,5521,58801717,,8070,64874084,,7070,66573429,,8270,51253397,,8171,56137720,,8270,50455603,,5521,51400605,,8519,,0.0
2641,,,,8071,55790215,,8071,58803061,,7519,,0.0,7071,66574089,,8070,51255526,,8271,56137720,,8070,50457601,,8071,51468645,,9519,,0.0
2642,,,,8070,55790383,,7529,,0.0,8519,,1.0,7070,66574286,,8170,51256325,,8270,56137793,,8170,50458531,,7529,,0.0,5521,46642839,
2643,,,,7519,,0.0,8529,,1.0,9519,,0.0,7071,66574538,,7071,51259257,,8070,56138739,,8071,50458911,,8529,,1.0,8071,46643851,
2644,,,,8519,,2.0,9529,,0.0,5521,64905364,,7070,66580956,,7070,51272978,,8170,56140721,,8070,50459247,,9529,,0.0,7529,,0.0
2645,,,,9519,,0.0,5520,58803062,,8071,64907762,,7071,66585991,,7071,51273731,,7519,,0.0,7519,,0.0,5520,51468646,,8529,,1.0
2646,,,,5521,55823192,,8171,58803062,,7529,,0.0,7070,66588683,,7070,51275232,,8519,,0.0,8519,,1.0,8171,51468646,,9529,,0.0
2647,,,,8071,55832370,,8271,58803062,,8529,,1.0,7071,66594049,,7071,51277275,,9519,,0.0,9519,,0.0,8271,51468646,,5520,46643852,
2648,,,,7529,,0.0,8270,58803135,,9529,,0.0,7519,,8.0,7070,51278486,,5521,56170721,,5521,50495531,,8270,51468719,,8171,46643852,
2649,,,,8529,,1.0,8070,58805830,,5520,64907763,,8519,,0.0,7071,51278659,,8071,56188164,,8071,50500620,,8070,51470185,,8271,46643852,
2650,,,,9529,,0.0,8170,58806063,,8171,64907763,,9519,,0.0,7070,51283090,,7529,,0.0,7529,,0.0,8071,51470260,,8270,46643926,
2651,,,,5520,55832371,,8071,58807041,,8271,64907763,,5521,66595787,,7071,51288268,,8529,,1.0,8529,,1.0,8070,51470588,,8070,46645341,
2652,,,,8171,55832371,,8070,58807633,,8270,64907836,,7070,66597645,,7070,51292675,,9529,,0.0,9529,,0.0,8170,51471647,,8170,46646853,
2653,,,,8271,55832371,,8071,58807692,,8070,64909589,,8071,66598738,,8071,51295350,,5520,56188164,,5520,50500621,,8071,51472102,,7519,,0.0
2654,,,,8070,55832392,,8070,58808340,,8170,64910764,,7529,,0.0,8070,51302471,,8171,56188165,,8171,50500621,,8070,51475510,,8519,,0.0
2655,,,,8071,55832439,,8071,58808537,,7519,,0.0,8529,,1.0,8071,51302653,,8271,56188165,,8271,50500621,,8071,51487901,,9519,,0.0
2656,,,,8270,55832444,,8070,58809568,,8519,,0.0,9529,,0.0,8070,51302896,,8270,56188238,,8270,50500694,,8070,51488108,,5521,46706853,
2657,,,,8070,55832594,,8071,58818554,,9519,,0.0,5520,66598738,,8071,51303273,,8070,56189473,,8070,50502581,,8071,51488283,,8071,46801725,
2658,,,,8071,55832931,,8070,58818823,,5521,64940764,,8171,66598739,,8070,51303412,,8170,56191166,,8071,50502593,,8070,51488472,,7529,,0.0
2659,,,,8070,55832962,,7071,58836507,,8071,64942483,,8271,66598739,,7519,,5.0,7519,,0.0,8070,50502842,,9071,51500438,,8529,,1.0
2660,,,,8071,55833025,,7070,58837174,,7529,,0.0,8270,66598812,,8519,,3.0,8519,,0.0,8170,50503622,,7519,,0.0,9529,,0.0
2661,,,,8070,55833064,,7519,,1.0,8529,,1.0,8070,66600860,,9519,,0.0,9519,,0.0,7519,,0.0,8519,,3.0,5520,46801726,
2662,,,,8071,55833144,,8519,,4.0,9529,,0.0,8170,66601740,,5521,51311325,,5521,56228166,,8519,,0.0,9519,,1.0,8171,46801727,
2663,,,,8070,55833162,,9519,,0.0,5520,64942484,,8071,66620541,,8071,51315650,,8071,56230113,,9519,,0.0,5521,51501647,,8271,46801727,
2664,,,,8071,55833342,,5521,58840064,,8171,64942484,,8070,66620665,,7529,,0.0,7529,,0.0,5521,50543622,,9070,51504519,,8270,46801800,
2665,,,,8070,55834086,,8071,58845448,,8271,64942484,,8071,66620740,,8529,,1.0,8529,,1.0,8071,50684789,,8071,51507160,,8070,46802423,
2666,,,,8170,55835372,,7529,,0.0,8270,64942557,,8070,66631903,,9529,,0.0,9529,,0.0,7529,,0.0,7529,,0.0,8071,46804353,
2667,,,,7519,,0.0,8529,,1.0,8070,64944001,,8071,66641071,,5520,51315650,,5520,56230114,,8529,,1.0,8529,,1.0,8170,46804728,
2668,,,,8519,,0.0,9529,,0.0,8170,64945485,,8070,66642752,,8171,51315651,,8171,56230114,,9529,,0.0,9529,,0.0,8070,46805419,
2669,,,,9519,,0.0,5520,58845449,,9071,64957162,,8071,66643117,,8271,51315651,,8271,56230114,,5520,50684790,,5520,51507161,,7519,,0.0
2670,,,,5521,55872372,,8171,58845450,,9070,64958133,,8070,66643161,,8270,51315724,,8270,56230187,,8171,50684790,,8171,51507161,,8519,,0.0
2671,,,,8071,55873046,,8271,58845450,,8071,64959716,,8071,66643192,,8070,51317648,,8070,56231059,,8271,50684790,,8271,51507161,,9519,,0.0
2672,,,,7529,,0.0,8270,58845523,,8070,64960036,,8070,66643423,,8170,51318652,,8170,56233115,,8270,50684863,,8270,51507234,,5521,46838728,
2673,,,,8529,,1.0,8170,58848451,,8071,64970706,,8071,66643810,,9071,51346675,,7519,,0.0,8070,50686137,,8070,51507712,,8071,46839231,
2674,,,,9529,,0.0,8070,58849090,,8070,64972156,,8070,66650781,,9070,51348314,,8519,,0.0,8071,50686163,,8071,51507733,,7529,,0.0
2675,,,,5520,55873047,,7519,,0.0,7071,64979186,,8071,66651461,,9071,51348666,,9519,,0.0,8070,50686756,,8070,51508220,,8529,,1.0
2676,,,,8171,55873048,,8519,,0.0,7070,64980247,,8070,66652372,,9070,51351382,,5521,56270115,,8170,50687791,,8071,51508249,,9529,,0.0
2677,,,,8271,55873048,,9519,,0.0,7519,,1.0,8071,66652697,,9071,51354185,,8071,56306704,,8071,50688015,,8070,51508288,,5520,46839232,
2678,,,,8270,55873121,,5521,58878451,,8519,,2.0,8070,66652783,,9070,51355620,,7529,,0.0,8070,50688677,,8071,51508849,,8171,46839232,
2679,,,,8070,55873250,,8071,58890137,,9519,,1.0,8071,66652865,,7519,,0.0,8529,,1.0,8071,50688729,,8070,51508882,,8271,46839232,
2680,,,,8071,55873276,,7529,,0.0,5521,64985485,,8070,66654885,,8519,,0.0,9529,,0.0,8070,50688777,,8071,51508895,,8270,46839305,
2681,,,,8070,55873329,,8529,,1.0,8071,64987864,,8071,66656489,,9519,,3.0,5520,56306705,,7519,,0.0,8070,51509349,,8070,46840619,
2682,,,,8071,55873925,,9529,,0.0,7529,,0.0,7519,,0.0,5521,51378652,,8171,56306705,,8519,,2.0,8071,51509404,,8170,46842233,
2683,,,,8070,55873957,,5520,58890137,,8529,,1.0,8519,,10.0,8071,51381224,,8271,56306705,,9519,,0.0,8070,51509709,,8071,46843713,
2684,,,,8071,55874025,,8171,58890138,,9529,,0.0,9519,,0.0,7529,,0.0,8270,56306778,,5521,50742791,,8170,51510162,,8070,46844125,
2685,,,,8070,55874069,,8271,58890138,,5520,64987864,,5521,66656740,,8529,,1.0,8070,56308011,,8071,50806368,,9071,51510797,,8071,46844859,
2686,,,,8071,55874125,,8270,58890211,,8171,64987865,,8070,66662118,,9529,,0.0,8071,56308432,,7529,,0.0,9070,51511414,,8070,46845054,
2687,,,,8070,55874212,,8070,58892755,,8271,64987865,,8071,66662970,,5520,51381225,,8070,56308480,,8529,,1.0,7519,,0.0,7519,,0.0
2688,,,,8071,55874246,,8170,58893139,,8270,64987938,,7529,,0.0,8171,51381225,,8170,56309706,,9529,,0.0,8519,,0.0,8519,,2.0
2689,,,,8070,55874870,,8071,58897531,,8070,64989654,,8529,,1.0,8271,51381225,,7519,,0.0,5520,50806369,,9519,,1.0,9519,,0.0
2690,,,,8170,55876049,,8070,58897624,,8170,64990866,,9529,,0.0,8270,51381298,,8519,,0.0,8171,50806369,,5521,51567162,,5521,46876233,
2691,,,,7519,,0.0,8071,58897802,,8071,65027266,,5520,66662971,,8070,51383582,,9519,,0.0,8271,50806369,,9071,51582330,,8071,46894700,
2692,,,,8519,,0.0,8070,58898108,,8070,65027344,,8171,66662972,,8170,51384226,,5521,56343706,,8270,50806443,,9070,51582333,,7529,,0.0
2693,,,,9519,,0.0,8071,58898131,,8071,65027374,,8271,66662972,,7519,,0.0,8071,56418462,,8070,50808091,,9071,51582340,,8529,,1.0
2694,,,,5521,55908049,,8070,58898204,,8070,65027404,,8270,66663045,,8519,,0.0,7529,,0.0,8071,50808119,,9070,51582388,,9529,,0.0
2695,,,,8071,55910309,,8071,58898257,,8071,65027553,,8170,66665973,,9519,,0.0,8529,,1.0,8070,50808139,,8071,51585327,,5520,46894701,
2696,,,,7529,,0.0,8070,58898923,,8070,65027777,,8070,66675796,,5521,51418226,,9529,,0.0,8071,50808204,,7529,,0.0,8171,46894702,
2697,,,,8529,,1.0,7519,,0.0,7519,,0.0,8071,66676881,,8071,51428767,,5520,56418462,,8070,50808262,,8529,,1.0,8271,46894702,
2698,,,,9529,,0.0,8519,,4.0,8519,,3.0,8070,66683852,,7529,,0.0,8171,56418463,,8071,50809333,,9529,,2.0,8270,46894775,
2699,,,,5520,55910309,,9519,,0.0,9519,,0.0,7519,,0.0,8529,,1.0,8271,56418463,,8170,50809370,,5520,51585327,,8070,46896236,
2700,,,,8171,55910310,,5521,58923139,,5521,65027866,,8519,,1.0,9529,,0.0,8270,56418536,,8070,50809805,,8171,51585328,,8170,46897703,
2701,,,,8271,55910310,,8071,58926437,,8071,65028195,,9519,,0.0,5520,51428767,,8070,56419796,,7519,,0.0,8271,51585328,,7519,,0.0
2702,,,,8270,55910383,,7529,,0.0,7529,,0.0,5521,66695973,,8171,51428768,,8170,56421464,,8519,,0.0,8270,51585401,,8519,,0.0
2703,,,,8070,55910427,,8529,,1.0,8529,,1.0,8071,66703781,,8271,51428768,,7519,,0.0,9519,,0.0,8070,51586364,,9519,,0.0
2704,,,,8071,55911533,,9529,,0.0,9529,,0.0,7529,,0.0,8270,51428841,,8519,,0.0,5521,50860370,,8170,51588329,,5521,46929703,
2705,,,,8070,55912175,,5520,58926438,,5520,65028195,,8529,,1.0,8070,51430190,,9519,,0.0,8071,50887880,,7519,,0.0,8071,46944994,
2706,,,,8170,55913311,,8171,58926439,,8171,65028196,,9529,,0.0,8170,51431769,,5521,56461464,,7529,,0.0,8519,,0.0,7529,,0.0
2707,,,,7519,,0.0,8271,58926439,,8271,65028196,,5520,66703781,,7519,,0.0,8071,56463563,,8529,,1.0,9519,,0.0,8529,,1.0
2708,,,,8519,,0.0,8270,58926512,,8270,65028269,,8171,66703782,,8519,,0.0,7529,,0.0,9529,,0.0,5521,51635329,,9529,,0.0
2709,,,,9519,,0.0,8170,58929440,,8070,65030330,,8271,66703782,,9519,,0.0,8529,,1.0,5520,50887881,,8071,51716453,,5520,46944995,
2710,,,,5521,55968311,,8070,58929625,,8170,65031197,,8270,66703855,,5521,51478769,,9529,,0.0,8171,50887882,,7529,,0.0,8171,46944995,
2711,,,,8071,56492477,,7519,,0.0,7519,,0.0,8070,66705552,,8071,51490062,,5520,56463564,,8271,50887882,,8529,,1.0,8271,46944995,
2712,,,,7529,,0.0,8519,,0.0,8519,,0.0,8071,66705714,,7529,,0.0,8171,56463565,,8270,50887955,,9529,,0.0,8270,46945068,
2713,,,,8529,,1.0,9519,,0.0,9519,,0.0,8070,66705807,,8529,,1.0,8271,56463565,,8070,50889702,,5520,51716454,,8070,46945998,
2714,,,,9529,,0.0,5521,58969440,,5521,65081197,,8071,66705883,,9529,,0.0,8270,56463638,,8071,50890391,,8171,51716454,,8170,46947996,
2715,,,,5520,56492477,,8071,58977939,,8071,65081678,,8170,66706783,,5520,51490063,,8070,56464872,,8070,50890786,,8271,51716454,,7519,,0.0
2716,,,,8171,56492478,,7529,,0.0,7529,,0.0,8070,66709818,,8171,51490063,,8071,56466165,,8170,50890883,,8270,51716527,,8519,,0.0
2717,,,,8271,56492478,,8529,,1.0,8529,,1.0,8071,66710135,,8271,51490063,,8070,56466533,,7519,,0.0,8070,51717979,,9519,,0.0
2718,,,,8070,56492510,,9529,,0.0,9529,,0.0,8070,66710227,,8270,51490136,,8170,56466566,,8519,,0.0,8170,51719455,,5521,46987996,
2719,,,,8071,56492550,,5520,58977939,,5520,65081679,,8071,66710604,,8070,51491604,,7071,56479978,,9519,,0.0,8071,51725601,,8071,47003693,
2720,,,,8270,56492551,,8171,58977940,,8171,65081679,,8070,66715360,,8170,51493064,,7070,56480359,,5521,50927883,,8070,51726136,,7529,,0.0
2721,,,,8070,56493474,,8271,58977940,,8271,65081679,,7071,66730868,,7519,,0.0,7071,56482705,,8071,51202386,,8071,51726152,,8529,,1.0
2722,,,,8071,56493549,,8270,58978013,,8270,65081752,,7070,66731844,,8519,,0.0,7070,56482875,,7529,,0.0,8070,51726217,,9529,,0.0
2723,,,,8070,56494460,,8070,58980136,,8070,65083109,,7071,66733118,,9519,,0.0,7519,,2.0,8529,,1.0,8071,51726264,,5520,47003694,
2724,,,,8170,56495479,,8170,58980941,,8170,65084680,,7070,66734550,,5521,51540064,,8519,,0.0,9529,,0.0,8070,51726606,,8171,47003695,
2725,,,,8071,56524344,,7519,,0.0,7519,,0.0,7071,66734835,,8071,51543977,,9519,,0.0,5520,51202386,,7519,,0.0,8271,47003695,
2726,,,,8070,56525088,,8519,,0.0,8519,,0.0,7070,66734865,,7529,,0.0,5521,56517566,,8171,51202387,,8519,,3.0,8270,47003768,
2727,,,,7519,,0.0,9519,,0.0,9519,,0.0,7071,66734889,,8529,,1.0,8071,56611994,,8271,51202387,,9519,,0.0,8070,47004973,
2728,,,,8519,,1.0,5521,59035941,,5521,65144680,,7070,66735410,,9529,,0.0,7529,,0.0,8270,51202460,,5521,51753455,,8170,47006696,
2729,,,,9519,,0.0,8071,59057288,,8071,65150222,,7071,66735925,,5520,51543979,,8529,,1.0,8070,51202938,,8071,51754251,,7519,,0.0
2730,,,,5521,56529479,,7529,,0.0,7529,,0.0,7070,66742328,,8171,51543979,,9529,,0.0,8071,51202990,,7529,,0.0,8519,,0.0
2731,,,,8071,56534163,,8529,,1.0,8529,,1.0,8071,66743921,,8271,51543979,,5520,56611994,,8070,51203009,,8529,,1.0,9519,,0.0
2732,,,,7529,,0.0,9529,,0.0,9529,,0.0,8070,66744370,,8270,51544052,,8171,56611995,,8071,51203172,,9529,,0.0,5521,47057696,
2733,,,,8529,,1.0,5520,59057289,,5520,65150223,,7519,,5.0,8170,51546980,,8271,56611995,,8070,51203205,,5520,51754252,,8071,47062884,
2734,,,,9529,,0.0,8171,59057289,,8171,65150224,,8519,,3.0,8070,51547800,,8270,56612068,,8071,51203249,,8171,51754252,,7529,,0.0
2735,,,,5520,56534164,,8271,59057289,,8271,65150224,,9519,,0.0,8071,51547865,,8070,56612977,,8070,51204448,,8271,51754252,,8529,,1.0
2736,,,,8171,56534164,,8270,59057362,,8270,65150297,,5521,66757783,,8070,51548353,,8170,56614996,,8071,51204490,,8270,51754326,,9529,,0.0
2737,,,,8271,56534164,,8070,59059313,,8070,65152249,,8071,66760517,,7519,,0.0,7519,,0.0,8070,51204501,,8070,51755977,,5520,47062885,
2738,,,,8070,56534199,,8170,59060290,,8170,65153225,,7529,,0.0,8519,,1.0,8519,,0.0,8071,51204580,,8170,51757253,,8171,47062885,
2739,,,,8071,56534211,,7519,,0.0,7519,,0.0,8529,,1.0,9519,,0.0,9519,,0.0,8070,51204645,,8071,51757919,,8271,47062885,
2740,,,,8270,56534237,,8519,,0.0,8519,,0.0,9529,,0.0,5521,51601980,,5521,56671996,,8170,51205388,,8070,51758028,,8270,47062958,
2741,,,,8070,56534422,,9519,,0.0,9519,,0.0,5520,66760518,,8071,51777934,,9071,56741965,,7519,,0.0,9071,51787885,,8070,47063687,
2742,,,,8071,56534920,,5521,59111290,,5521,65213225,,8171,66760519,,7529,,0.0,9070,56741966,,8519,,0.0,9070,51787917,,8071,47065175,
2743,,,,8070,56534941,,8071,59113316,,8071,65214041,,8271,66760519,,8529,,1.0,8071,56743798,,9519,,0.0,8071,51792657,,8170,47065886,
2744,,,,8071,56535015,,7529,,0.0,7529,,0.0,8270,66760592,,9529,,0.0,7529,,0.0,5521,51235388,,8070,51792849,,8070,47066145,
2745,,,,8070,56535083,,8529,,1.0,8529,,1.0,8070,66762208,,5520,51777935,,8529,,1.0,8071,51236608,,8071,51793227,,8071,47066227,
2746,,,,8071,56535135,,9529,,0.0,9529,,0.0,8170,66763520,,8171,51777936,,9529,,1.0,7529,,0.0,8070,51794820,,8070,47066577,
2747,,,,8070,56535154,,5520,59113317,,5520,65214042,,7519,,0.0,8271,51777936,,5520,56743799,,8529,,1.0,8071,51794873,,7519,,0.0
2748,,,,8071,56535550,,8171,59113317,,8171,65214042,,8519,,0.0,8270,51778009,,8171,56743799,,9529,,0.0,8070,51794964,,8519,,1.0
2749,,,,8070,56536553,,8271,59113317,,8271,65214042,,9519,,0.0,8070,51779679,,8271,56743799,,5520,51236609,,8071,51795067,,9519,,0.0
2750,,,,8170,56537165,,8270,59113390,,8270,65214115,,5521,66823520,,8170,51780937,,8270,56743872,,8171,51236609,,8070,51795161,,5521,47105886,
2751,,,,8071,56571358,,8170,59116318,,8070,65215620,,8071,66873218,,7519,,0.0,8070,56745201,,8271,51236609,,8071,51795171,,8071,47111411,
2752,,,,8070,56571530,,8070,59117640,,8170,65217043,,7529,,0.0,8519,,0.0,8170,56746800,,8270,51236682,,8070,51796732,,7529,,0.0
2753,,,,8071,56572333,,7519,,0.0,7519,,0.0,8529,,1.0,9519,,0.0,7519,,0.0,8070,51238466,,7519,,0.0,8529,,1.0
2754,,,,8070,56572498,,8519,,0.0,8519,,0.0,9529,,0.0,5521,51820937,,8519,,0.0,8071,51238516,,8519,,6.0,9529,,0.0
2755,,,,7519,,0.0,9519,,0.0,9519,,0.0,5520,66873219,,8071,51858677,,9519,,0.0,8170,51239610,,9519,,1.0,5520,47111412,
2756,,,,8519,,2.0,5521,59150318,,5521,65251043,,8171,66873220,,7529,,0.0,5521,56780800,,8070,51239950,,5521,51797253,,8171,47111413,
2757,,,,9519,,0.0,8071,59155068,,8071,67077496,,8271,66873220,,8529,,1.0,8071,56783043,,8071,51264090,,8071,51798221,,8271,47111413,
2758,,,,5521,56597165,,7529,,0.0,7529,,0.0,8270,66873293,,9529,,0.0,7529,,0.0,8070,51264652,,7529,,0.0,8270,47111486,
2759,,,,9071,56598274,,8529,,1.0,8529,,1.0,8070,66874815,,5520,51858678,,8529,,1.0,8071,51269902,,8529,,1.0,8070,47113022,
2760,,,,9070,56598295,,9529,,0.0,9529,,0.0,8170,66876221,,8171,51858679,,9529,,0.0,8070,51270099,,9529,,0.0,8071,47113318,
2761,,,,9071,56598347,,5520,59155069,,5520,67077497,,8071,66885118,,8271,51858679,,5520,56783044,,8071,51276043,,5520,51798222,,8070,47113848,
2762,,,,9070,56598386,,8171,59155069,,8171,67077498,,8070,66885206,,8270,51858752,,8171,56783045,,8070,51276292,,8171,51798223,,8170,47114414,
2763,,,,9071,56599676,,8271,59155069,,8271,67077498,,8071,66885529,,8070,51859904,,8271,56783045,,8071,51276598,,8271,51798223,,7519,,0.0
2764,,,,9070,56599836,,8270,59155142,,8270,67077571,,8070,66885568,,8170,51861680,,8270,56783118,,8070,51277005,,8270,51798296,,8519,,0.0
2765,,,,8071,56601526,,8070,59157386,,8070,67078490,,8071,66885625,,7519,,0.0,8070,56784498,,7519,,0.0,8070,51800407,,9519,,0.0
2766,,,,7529,,0.0,8170,59158070,,8170,67080499,,8070,66885798,,8519,,0.0,8170,56786046,,8519,,4.0,8170,51801224,,5521,47148414,
2767,,,,8529,,1.0,8071,59158385,,8071,67108201,,8071,66885830,,9519,,0.0,7519,,0.0,9519,,0.0,7071,51801532,,8071,47176607,
2768,,,,9529,,3.0,8070,59158417,,8070,67108448,,8070,66885929,,5521,51921680,,8519,,0.0,5521,51279610,,7070,51802223,,7529,,0.0
2769,,,,5520,56601527,,8071,59158443,,8071,67108512,,7071,66909722,,8071,51934966,,9519,,0.0,8071,51285919,,8071,51803755,,8529,,1.0
2770,,,,8171,56601528,,8070,59158720,,8070,67108725,,7070,66909724,,7529,,0.0,5521,56816046,,7529,,0.0,8070,51803979,,9529,,0.0
2771,,,,8271,56601528,,8071,59159635,,8071,67108746,,7519,,1.0,8529,,1.0,8071,56880957,,8529,,1.0,8071,51805976,,5520,47176608,
2772,,,,8270,56601601,,8070,59161183,,8070,67108847,,8519,,4.0,9529,,0.0,7529,,0.0,9529,,0.0,8070,51806194,,8171,47176609,
2773,,,,8070,56601755,,8071,59178209,,8071,67109048,,9519,,0.0,5520,51934967,,8529,,1.0,5520,51285920,,7519,,1.0,8271,47176609,
2774,,,,8071,56602865,,8070,59178310,,8070,67110568,,5521,66923222,,8171,51934968,,9529,,0.0,8171,51285921,,8519,,2.0,8270,47176682,
2775,,,,8070,56602897,,8071,59179736,,8071,67120697,,8071,66924149,,8271,51934968,,5520,56880958,,8271,51285921,,9519,,0.0,8070,47179119,
2776,,,,8071,56602971,,8070,59180732,,8070,67120866,,7529,,0.0,8270,51935041,,8171,56880958,,8270,51285994,,5521,51833224,,8071,47179131,
2777,,,,8070,56603017,,8071,59180804,,7519,,0.0,8529,,1.0,8070,51936128,,8271,56880958,,8070,51288390,,8071,51864529,,8070,47179426,
2778,,,,8071,56603088,,8070,59181276,,8519,,5.0,9529,,0.0,8170,51937969,,8270,56881031,,8071,51288425,,7529,,0.0,8170,47179610,
2779,,,,8070,56603124,,8071,59181358,,9519,,0.0,5520,66924150,,9071,51958548,,8170,56883959,,8070,51288606,,8529,,1.0,7519,,0.0
2780,,,,8071,56603452,,8070,59181453,,5521,67131499,,8171,66924151,,9070,51961593,,8070,56884299,,8170,51288922,,9529,,0.0,8519,,0.0
2781,,,,8070,56604066,,8071,59181665,,8071,67134692,,8271,66924151,,9071,51961611,,9071,56887432,,8071,51315746,,5520,51864530,,9519,,0.0
2782,,,,8170,56604529,,8070,59182262,,7529,,0.0,8270,66924224,,9070,51961886,,9070,56887709,,8070,51316224,,8171,51864531,,5521,47211610,
2783,,,,9071,56610594,,7519,,0.0,8529,,1.0,8070,66925755,,8071,51963844,,8071,56917163,,8071,51316274,,8271,51864531,,8071,47260642,
2784,,,,9070,56611293,,8519,,8.0,9529,,0.0,8170,66927152,,8070,51966348,,8070,56917362,,8070,51316474,,8270,51864604,,7529,,0.0
2785,,,,9071,56612187,,9519,,0.0,5520,67134693,,7519,,0.0,8071,51966504,,7519,,0.0,8071,51316559,,8070,51866302,,8529,,1.0
2786,,,,9070,56613497,,5521,59218070,,8171,67134693,,8519,,0.0,8070,51966779,,8519,,1.0,8070,51316588,,8071,51866763,,9529,,0.0
2787,,,,7519,,0.0,8071,59221199,,8271,67134693,,9519,,0.0,7519,,0.0,9519,,1.0,8071,51316628,,8170,51867532,,5520,47260643,
2788,,,,8519,,0.0,7529,,0.0,8270,67134766,,5521,66964152,,8519,,2.0,5521,56940959,,8070,51316787,,8070,51873776,,8171,47260644,
2789,,,,9519,,2.0,8529,,1.0,8070,67136750,,8071,66978240,,9519,,2.0,8071,57004861,,7519,,0.0,8071,51874536,,8271,47260644,
2790,,,,5521,56649529,,9529,,0.0,8170,67137694,,7529,,0.0,5521,51982969,,7529,,0.0,8519,,4.0,8070,51876039,,8270,47260717,
2791,,,,8071,56656150,,5520,59221200,,7519,,0.0,8529,,1.0,8071,51984029,,8529,,1.0,9519,,0.0,8071,51876631,,8070,47262911,
2792,,,,7529,,0.0,8171,59221200,,8519,,0.0,9529,,0.0,7529,,0.0,9529,,0.0,5521,51328922,,8070,51877446,,8170,47263645,
2793,,,,8529,,1.0,8271,59221200,,9519,,0.0,5520,66978241,,8529,,1.0,5520,57004862,,8071,51331433,,8071,51877777,,8071,47295462,
2794,,,,9529,,0.0,8270,59221273,,5521,67169694,,8171,66978241,,9529,,0.0,8171,57004863,,7529,,0.0,8070,51877836,,8070,47296175,
2795,,,,5520,56656151,,8170,59224201,,8071,68299500,,8271,66978241,,5520,51984030,,8271,57004863,,8529,,1.0,8071,51877937,,7519,,0.0
2796,,,,8171,56656151,,8070,59224849,,7529,,0.0,8270,66978314,,8171,51984031,,8270,57004936,,9529,,0.0,8070,51877956,,8519,,1.0
2797,,,,8271,56656151,,8071,59227980,,8529,,1.0,8070,66979574,,8271,51984031,,8070,57006240,,5520,51331434,,8071,51877982,,9519,,0.0
2798,,,,8270,56656224,,8070,59228190,,9529,,0.0,8170,66981242,,8270,51984104,,8170,57007864,,8171,51331434,,8070,51878598,,5521,47303645,
2799,,,,8070,56656359,,7519,,0.0,5520,68299501,,7519,,0.0,8070,51985515,,8071,57008016,,8271,51331434,,8071,51879266,,8071,47307261,
2800,,,,8071,56657619,,8519,,1.0,8171,68299502,,8519,,0.0,8170,51987032,,8070,57008049,,8270,51331507,,8070,51879518,,7529,,0.0
